docno,text
54_chunk000,"Section 9 of the Refugee Act 1996 provided that a person seeking asylum is entitled to enter the State and remain while the application for refugee status is processed. Section 9(4) also provided however, that an applicant shall not seek or enter employment before final determination of his or her application for a declaration."
54_chunk001,"Pending the determination of an application for refugee status, applicants are required to live in State provided accommodation known as direct provision, and provided in..."
4707_chunk000,"In A.I. v. Switzerland the Court held in particular that, on account of his political activities in exile, it was possible that the applicant had attracted the attention of the Sudanese intelligence services. It found that there were therefore reasonable grounds for believing that the applicant ran the risk of being detained, interrogated and tortured on his arrival at Khartoum Airport.

..."
209_chunk000,"In this case, the applicant applied for asylum in his city of residence, Ceuta, and his application was admitted. At that point the Spanish authorities issued him the corresponding identity document valid for the entire national territory and until the resolution of his asylum application."
209_chunk001,"Despite having this document, the Police Officer on duty denied him to board when he tried to go to the Peninsula. The Administrative Court in this case recognized the applicant right to move freely..."
169_chunk000,"The Court ruled on the guidance set out in HJ (Iran) v Secretary of State for the Home Department [2010] UKSC 31 on the approach to sexual orientation asylum claims, including consideration of whether a gay applicant for international protection would conceal their sexual orientation upon return to their country of origin and the reasons for concealment, was compatible with Directive 2004/83..."
656_chunk000,The case concerns an appeal against the decision of the Court of The Hague of 5 October 2016 in case no. 16/20135. The Administrative Jurisdiction Division of the Council of State clarified that the Immigration and Naturalisation Service (IND ) is required to assess in an individual manner whether the criteria for protection still exist.
656_chunk001,"The fact that the permit has expired cannot lead to an automatic cessation of the status.

..."
46_chunk000,"The applicant (Ukrainian national) had arrived to the Czech Republic in 2006 on the basis of a work permit. In November 2016, he lodged the application for international protection which was dismissed by the administrative authority."
46_chunk001,The applicant filed the action for annulment of the decision before the Regional Court in Ostrava on the last day of 15 day time limit laid down by the Act on Asylum for the actions against administrative decisions concerning international protection. The action...
68_chunk000,"The case concerned the removal of an Afghan family under the Dublin regulation. Both parents were placed separately in administrative detention and weren't allowed to communicate. The mother stayed with her baby while the other children (3, 6 and 8) were placed in a children's home. After 20 days the family was removed to Norway."
68_chunk001,The Court found that the separation of the children from their parents constituted a violation of the right to family life (art 8 ECHR) and that the...
141_chunk000,"According the High Court, the grant of refugee status to a child by the SSHD is an absolute bar to any order by the Family Court seeking to effect the return of a child."
141_chunk001,"Second, the High Court concurred with the SSHD that confidentiality is a vital element for the working of the asylum system and the fulfilment of obligations under the Refugee Convention, the EU Qualification Directive and the European Convention on Human Rights (ECHR). The disclosure of information revealed during the asylum..."
181_chunk000,"According the Court's Press Release, Under section 25(1) of the Identity Cards Act 2006 (“2006 Act”) it was an offence for a person to be in possession of an identity card relating to someone else, with the intention of using it to establish his or her identity as that person's identity."
181_chunk001,"However, it is recognized that individuals fleeing persecution may have to resort to the use of false papers to make good their escape. Therefore, under section 31 of the Immigration and Asylum Act 1999..."
64_chunk000,"(Abstract provided by UNHCR) The FAC rejected the application of a family to be recognized as stateless. Despite the fact that Swiss authorities had unsuccessfully tried to return the applicants for the past 17 years, the Court found that the applicants had not done everything possible to obtain travel documents from their countries of origin...."
127_chunk000,The Administrative Court of Nice has ordered the Prefecture of Alpes-Maritimes to register asylum applications of persons entering via Italy....
48_chunk000,"The Police of the Czech Republic found the applicant (Pakistani national) on the Czech territory hiding in a Serbian truck together with other 17 persons of different nationalities. Applicant said that he left his country of origin because of the fear from Taliban and passed through Iran, Turkey, Bulgaria, Serbia to the Czech Republic, from where he wanted to continue his journey to Germany."
48_chunk001,The Police found out from the Eurodac database of fingerprints that the applicant applied for...
126_chunk000,"The Court recognised the refugee status of a Nigerian national from Edo State, who fled to France from the threats of a trafficking network. The Court based itself on different pieces of evidence from the file to establish that Ms."
126_chunk001,"F. was indeed the victim of a transnational human trafficking network and she managed to get out of this network: a receipt for filing a complaint for aggravated charge of abetting sex trafficking and for trafficking of human beings in an organised network, as well as..."
24_chunk000,"On 30 June 2015, the Finnish Immigration Service rejected the application for an international protection and residence permit issued by Nigerian citizen A ('the appellant') and her minor children B and C. The applicants claimed threats due to the Ebola virus and the Boko Haram terrorist group. The applicant also claimed to be a victim of trafficking due to forced prostitution in Italy."
24_chunk001,A has requested permission from her own and her minor children to appeal the administrative...
148_chunk000,The case concerns “sur place” asylum claims.
148_chunk001,The Court had to answer whether Contracting States have an obligation to grant refugee status to an asylum-seeker who can establish that he/she has a well-founded fear of persecution for reasons of one or more of the Convention grounds of the 1951 Convention [thus falling under the scope of the inclusion clauses] where the risk of persecution is based on circumstances created by the applicant's ‘o
148_chunk002,"wn acts', including those..."
121_chunk000,"The applicant, single woman, lived with her brother and his family (spouse and children) in Pakistan and ran away from the country because of his political problems."
121_chunk001,"Her brother was given refugee status and his family (spouse and children) the extension of the protection given to him (extension of the refugee status), while his sister was rejected based on the fact that the dependency criteria were not met according to art. 40.1.d. The National High Court interprets the dependency criteria and..."
176_chunk000,"The Upper Tribunal ruled that: I) The question of whether the Secretary of State has made a decision on the exercise of the discretionary power in Article 17 of the Dublin Regulation is one of fact which will be determined on the basis of evidence, direct or inferential. (II) Article 17 is an integral part of the Dublin regime."
176_chunk001,The suggestion that the Article 17 discretion falls to be exercised only where the family reunification criteria in Article 8 are not satisfied is misconceived. ...
204_chunk000,"On the facts of this case, the applicant's solicitor informed the Tribunal that the applicant would prefer not to attend his hearing because he was concerned that his attendance would have an adverse effect on him in the light of his post-traumatic stress disorder."
204_chunk001,"The Tribunal, applying reg.8(11)(b) of the European Union (Subsidiary Protection) Regulations 2013, decided it was in the interests of justice to hold an oral hearing (the Tribunal wished to raise in person with the applicant..."
86_chunk000,"According the Court's Press Release, Article 1 of Regulation (EC) No 810/2009 of the European Parliament and of the Council of 13 July 2009 establishing a Community Code on Visas (Visa Code), as amended by Regulation (EU) No 610/2013 of the European Parliament and of the Council of 26 June 2013, must be interpreted as meaning that an application for a visa with limited territorial validity made on"
86_chunk001," humanitarian grounds by a third-country national, on the basis of Article 25 of the code, to..."
171_chunk000,The Upper Tribunal had been justified in rejecting an asylum seeker's account that scarring on his body had been caused by torture administered by the Sri Lankan authorities and in inferring that it was self-inflicted.
171_chunk001,"However, its guidance as to how medical evidence should be presented in ""self-infliction by proxy"" cases was to be treated as having no effect, because the proper approach to the instruction of experts was contained in the Practice Direction of the Immigration and Asylum Chambers..."
111_chunk000,"The Court defines which decision should be regarded as 'final' in the course of asylum procedure. Accordingly, it notes that the right of a person to stay in Estonia during a litigation may, after the decision of the administrative court, be decided by the court by means of the application of provisional legal protection/interim measure."
111_chunk001,"This also meets the requirements of Article 46 (6) of Directive 2013/32 / EU, according to which, at the request of the applicant concerned or on its own..."
55_chunk000,The applicant was a Nigerian national who was born in May 1991. She arrived in the State on 9 January 2007 when she was 15 years old and applied for asylum. The applicant claimed to have been threatened with forced marriage and attempted rape. She said she was given assistance by the African Refugee Foundation (“AREF”) before ultimately leaving Nigeria.
55_chunk001,As part of her asylum claim the applicant submitted a refugee card and a letter from AREF to corroborate her account. The...
173_chunk000,"A Sri Lankan national's appeal against the refusal of his asylum claim based on his membership of proscribed groups and participation in political demonstrations was allowed. The First-tier Tribunal and Upper Tribunal had not been referred to 2014 Home Office policy guidance entitled ""Tamil Separatism"" which was material to the decision and might realistically have affected the outcome...."
37_chunk000,"This request for a preliminary ruling concerns the interpretation of Articles 3(2) and 17(1) of the Dublin III Regulation, Article 267 TFEU and Article 4 of the EU Charter of Fundamental Rights."
37_chunk001,"This request has been made in proceedings between, on the one hand, C. K., H. F. and their child A. S. and, on the other hand, the Republika Slovenija (Republic of Slovenia), represented by its Ministry of the Interior, concerning the transfer of those persons to Croatia, designated as the..."
84_chunk000,"In summary, the applicant claims as follows. He is a national of the Democratic Republic of Congo. He has a well-founded fear of persecution if returned to that country on the ground of his membership of a particular social group, specifically his family, and of his political opinion, specifically his membership of, and involvement with, the UDPS political party there."
84_chunk001,The applicant's family home was attacked three times in 2008 by masked men demanding money. The applicant believes those...
174_chunk000,Neither the First-tier Tribunal nor the Upper Tribunal had erred in refusing asylum to a 17-year-old Afghan. There was no evidence that he was at risk of physical retaliation by virtue of being the son of a policeman abducted by the Taliban in 2010. The tribunals had not considered his fear of persecution to be well-founded.
174_chunk001,"The UNHCR guidelines, which stated that the Afghan national police, and also the local police, were increasingly the object of targeted campaigns, did not support the son's..."
43_chunk000,"The applicant from Belarus had been granted subsidiary protection for 12 months. The subsidiary protection was then once prolonged for another 24 months upon applicant's request. However, the second request was dismissed because of applicant's criminal activity. The administrative authority found out that he had been sentenced seven times for less serious criminal offences (mostly thefts)."
43_chunk001,The administrative authority then concluded that the applicant “constitutes a danger to...
136_chunk000,"The applicant was a Ghanaian national who applied for refugee status in 2010, which was refused following a decision of the Refugee Appeal Tribunal in January 2011. She applied for subsidiary protection on 8 October 2013."
136_chunk001,"By decision dated 5 November 2013 the Minister for Justice and Equality refused to entertain this application for subsidiary protection, contending that she had not made the application within the administrative deadline of 15 days from the date of the issuing of a proposal to..."
179_chunk000,"The Court noted, based on the individual factors and characteristics of the applicant, that the Appellant would foreseeably be at risk including degrading sexual assault and rape, of which there may be multiple instances. It follows that the Appellant's return would invoke violation under Article 3 ECHR. ..."
218_chunk000,"In the present case the applicant, Ms. Danqua, (Ghanaian national), made a very belated application for subsidiary protection on 8th October 2013, having first applied for refugee status in 2010 and having been refused asylum following a decision of the Refugee Appeal Tribunal in January 2011."
218_chunk001,"By decision dated 5th November 2013 the Minister for Justice and Equality refused to entertain this belated application for subsidiary protection, contending that she had not made the application within..."
42_chunk000,The applicant was sentenced by a criminal court to two and half years for the crime of illicit production and possession of drugs.
42_chunk001,"This crime, under certain aggravating circumstances, may fall according to the Czech Criminal Code within the category of “particularly serious crimes”, which is defined as “intentional crimes for which the criminal law foresees the sentence of deprivation of liberty with the upper limit of at least 10 years”. The administrative authority..."
47_chunk000,"The applicant, national of the Republic of El Salvador, came from his country of origin to Spain in 2012 as the need for him to have entry visa was waived. From Spain he then moved to Switzerland where he has been staying (for the most of the time irregularly) for about two and half years."
47_chunk001,"Afterwards, he travelled via Germany to the Czech Republic where he lodged in 2015 the application for international protection. The administrative authority (the Ministry of Interior), found the application..."
61_chunk000,"(provided by UNHCR): The FAC ruled that Eritreans leaving their country illegally no longer face punishment upon return amounting to persecution. Without specifying this further, the Court held that “other factors” had to come to play to constitute a well-founded fear. The possibility of a recruitment could amount to a violation of Art. 3 and 4 ECHR, but was not relevant under the 1951 Convention."
61_chunk001,...
109_chunk000,"Acoording the ECHR's Press Release: the applicant, Bljerim Salija, is a Macedonian national, who was born in 1980 in the municipality of Tetovo (“the former Yugoslav Republic of Macedonia”). The case concerned the revocation of his permanent residence permit in Switzerland and his expulsion."
109_chunk001,Mr Salija arrived in Switzerland in 1989 aged nine to be reunited with his family and was granted a permanent residence permit. In 1999 he married a Macedonian national who also held a permanent residence...
143_chunk000,"The decision annulled the grand-ducal regulation of 24 August 2016, declaring compulsory the use of land in the frames of the plan entitled 'Provisional Emergency Reception Facility for International Protection Applicants, Rejected International Protection Applicants, and Beneficiaries of International Protection. ..."
52_chunk000,"On 13 April 2010, Ms. Danqua, a Ghanaian national, applied for refugee status in Ireland arguing that she feared trokosi practices, a form of ritual servitude practised in Ghana predominantly affecting women. In a report dated 16 June 2010, the Refugee Applications Commissioner (Ireland) issued a negative recommendation in respect of that application because of its lack of credibility."
52_chunk001,That recommendation was confirmed on appeal by the Refugee Appeals Tribunal (Ireland) by decision of 13...
134_chunk000,Limitation of an applicant's right to challenge a transfer order pursuant to the Dublin III Regulation to alleged breaches of the criteria for transfer. All other provisions of the Regulation such as provision of information or time limits for requests are addressed to the member states and an applicant is therefore not entitled to challenge a transfer on those grounds....
625_chunk000,"As per the press release: The State Secretary for Security and Justice has not provided sufficient reasons why the transfer of two foreign nationals to Hungary under the European Dublin Regulation is not contrary to the ECHR. This is apparent from two judgments from the Administrative Jurisdiction Division of the Council of State today (November 26, 2015)."
625_chunk001,No appeal is possible against these judgments. Background: Both aliens initially applied for asylum in Hungary. They then applied for...
254_chunk000,"In its Chamber judgment of 26 June 2014, the European Court of Human Rights, unanimously, declared inadmissible M.E.'s complaint under Article 8 of the Convention."
254_chunk001,"The Court further held, by six votes to one, that the implementation of the expulsion order against M.E. would not give rise to a violation of Article 3 of the Convention, finding that there were no substantial grounds for believing the applicant would be subjected to ill-treatment on account of his sexual orientation if he was..."
137_chunk000,"In a case of a Somali applicant related to family reunification, the Supreme Court held that the trial judge was incorrect in forming the view that the potential financial consequences for the State of allowing a discretionary family reunification application cannot be taken into account in the overall assessment as to how the Minister's discretion under the 1996 Act should be exercised."
137_chunk001,"However, it reaffirmed that it was correct to conclude that the decision of the Minister to refuse family..."
237_chunk000,"According to the press release of the ECtHR of 10 July 2014:

""The applicant is a Rwandan national who was born in 1950 and lives in Rouen (France). The applicant obtained refugee status and submitted an application for family reunion in March 2003 to be able to live with his children, who were then in Kenya. Although the principle of family reunification had been recognised..."
245_chunk000,"The applicant, Deo Tanda-Muzinga, is a Congolese national who was born in 1970 and lives in Vénissieux (Frnace). The applicant obtained refugee status and submitted application for family reunification in June 2007 to be able to live with his children, who were then in Cameroon."
245_chunk001,"Although the principle of family reunification had been recognized in his case, the consular authorities refused to issue visas for his children on account of difficulties in establishing the children's civil..."
168_chunk000,"The Court confirmed that based on information from the UNHCR, the US Department of State and the Foreign Office, the Administrative Court has stated that the findings of the Bihari situation in Bangladesh do not provide any evidence for group persecution."
168_chunk001,"In particular, the earlier open question of nationality was clarified by a decision of the High Court of May 2008 to the effect that all Bihari who were still underage or born in 1971 were nationals of Bangladesh. As a result, 80% to 90% of..."
183_chunk000,"These cases concern the detention of Syrian asylum seekers during different periods between 2010 and 2012. In the cases of M.A., A.H. and J.K., H.S. and Others and K.F. the detention occurred after a police operation in June 2010 removing them from an encampment outside government buildings where they were protesting against the Cypriot Government's asylum policy."
183_chunk001,"In all five judgments, the European Court found that the applicants did not have at their disposal an effective and speedy..."
256_chunk000,"According to the EDAL, the Council for Alien Law Litigation confirmed that those who enjoy subsidiary protection are equivalent to recognised refugees, for the purposes of family reunification and are exempted from additional conditions in relation to housing, health insurance, and means of subsistence provided that the application for family reunification is submitted within one year and the fami"
256_chunk001,ly ties existed before the arrival in Belgium of the reuniting person (who enjoys subsidiary...
140_chunk000,There is a high level of domestic violence in Bangladesh.
140_chunk001,"Despite the efforts of the government to improve the situation, due to the disinclination of the police to act upon complaints, women subjected to domestic violence may not be able to obtain an effective measure of state protection by reason of the fact that they are women and may be able to show a risk of serious harm for a Refugee Convention reason."
140_chunk002,"Each case, however, must be determined on its own facts. Under Muslim law, as..."
142_chunk000,"Prison conditions in Bangladesh, at least for ordinary prisoners, do not violate Article 3 ECHR. This conclusion does not mean that an individual who faces prison on return to Bangladesh can never succeed in showing a violation of Article 3 in the particular circumstances of his case."
142_chunk001,The individual facts of each case should be considered to determine whether detention will cause a particular individual in his particular circumstances to suffer treatment contrary to Article 3. In view of...
1087_chunk000,"According to the ECtHR Press release (available at http://hudoc.echr.coe.int/eng-press?i=003-2327920-2491345):

The applicants are: C.G., a Turkish national, born in 1968, and currently living in Turkey following his deportation from Bulgaria; and his wife and daughter, T.H.G. and T.C.G, both Bulgarian nationals, born in Bulgaria in 1968 and..."
